id,county,state,stateab,prez,obamapct,romneypct,age,kids,seniors,hhincome,hhsize,hhoccupied,gradHS,gradColl,gradGrad,whiteperc,blackperc,hispperc,foreign,majMin,minPop,urbanrural,,gradCollONLY
37011,Avery,North Carolina,N.C.,R,0.242557031,0.743137002,42.2,0.043,0.177,36969,2.17,0.761,0.299,0.204,0.071,0.852,0.039,0.045,0.034,n,14.8,R,,0.133
37013,Beaufort,North Carolina,N.C.,R,0.399449619,0.591744285,44,0.058,0.186,40429,2.44,0.701,0.327,0.183,0.07,0.662,0.255,0.07,0.046,n,33.8,S,,0.114
37015,Bertie,North Carolina,N.C.,O,0.661365208,0.334584609,43.1,0.055,0.176,30768,2.58,0.753,0.372,0.106,0.026,0.349,0.626,0.015,0.01,y,65.1,R,,0.08
37017,Bladen,North Carolina,N.C.,O,0.505232813,0.485554929,41,0.059,0.158,30164,2.4,0.678,0.327,0.105,0.029,0.546,0.345,0.072,0.046,n,45.4,R,,0.076
37019,Brunswick,North Carolina,N.C.,R,0.384191625,0.605679718,47.6,0.053,0.217,46438,2.3,0.764,0.276,0.251,0.087,0.811,0.107,0.05,0.042,n,18.9,U,,0.165
37021,Buncombe,North Carolina,N.C.,O,0.553071357,0.428368939,40.7,0.056,0.161,44713,2.33,0.645,0.255,0.338,0.122,0.843,0.061,0.061,0.057,n,15.7,U,,0.216
37023,Burke,North Carolina,N.C.,R,0.374917907,0.609320271,41.4,0.055,0.162,37263,2.53,0.718,0.303,0.166,0.061,0.826,0.062,0.054,0.051,n,17.4,U,,0.105
37025,Cabarrus,North Carolina,N.C.,R,0.393090491,0.593028265,36.7,0.072,0.113,53551,2.78,0.731,0.276,0.251,0.077,0.709,0.154,0.095,0.076,n,29.1,U,,0.174
37027,Caldwell,North Carolina,N.C.,R,0.313774041,0.668806864,41.2,0.056,0.156,34357,2.59,0.719,0.326,0.125,0.038,0.884,0.046,0.047,0.027,n,11.6,U,,0.087
37029,Camden,North Carolina,N.C.,R,0.320578231,0.660926871,40.1,0.055,0.141,56607,2.79,0.864,0.252,0.188,0.057,0.801,0.134,0.024,0.031,n,19.9,S,,0.132
37031,Carteret,North Carolina,N.C.,R,0.290030126,0.697553284,45.7,0.048,0.192,46534,2.27,0.702,0.282,0.239,0.077,0.87,0.06,0.036,0.034,n,13,S,,0.161
37033,Caswell,North Carolina,N.C.,R,0.484464172,0.5067488,43.6,0.048,0.165,35315,2.51,0.718,0.35,0.09,0.032,0.613,0.335,0.033,0.017,n,38.7,R,,0.058
37035,Catawba,North Carolina,N.C.,R,0.345813997,0.639904599,39.7,0.062,0.144,44332,2.6,0.711,0.301,0.21,0.066,0.777,0.083,0.085,0.071,n,22.3,U,,0.145
37037,Chatham,North Carolina,N.C.,O,0.518174635,0.470311001,44.1,0.06,0.19,57091,2.46,0.799,0.239,0.364,0.167,0.714,0.126,0.128,0.1,n,28.6,U,,0.197
37039,Cherokee,North Carolina,N.C.,R,0.262532059,0.721069402,48.3,0.048,0.232,34432,2.5,0.821,0.322,0.167,0.058,0.918,0.014,0.026,0.027,n,8.2,R,,0.109
37041,Chowan,North Carolina,N.C.,R,0.473817455,0.518454364,44.7,0.057,0.197,34420,2.42,0.664,0.339,0.201,0.077,0.609,0.328,0.032,0.044,n,39.1,R,,0.124
37043,Clay,North Carolina,N.C.,R,0.279865296,0.704182914,49.6,0.053,0.24,38828,2.37,0.807,0.289,0.206,0.098,0.953,0.009,0.027,0.034,n,4.7,R,,0.108
37045,Cleveland,North Carolina,N.C.,R,0.393677896,0.595131518,40.5,0.059,0.153,38989,2.53,0.68,0.339,0.163,0.056,0.741,0.207,0.029,0.024,n,25.9,S,,0.107
37047,Columbus,North Carolina,N.C.,R,0.455801675,0.533803572,40.4,0.059,0.155,35761,2.52,0.715,0.314,0.122,0.04,0.604,0.302,0.046,0.03,n,39.6,R,,0.082
37049,Craven,North Carolina,N.C.,R,0.40638943,0.583235867,36.5,0.074,0.154,47141,2.51,0.636,0.284,0.21,0.067,0.67,0.213,0.064,0.047,n,33,U,,0.143
37051,Cumberland,North Carolina,N.C.,O,0.593790397,0.396941422,30.9,0.083,0.096,45231,2.55,0.548,0.268,0.227,0.078,0.465,0.352,0.1,0.056,y,53.5,U,,0.149
37053,Currituck,North Carolina,N.C.,R,0.315109696,0.663128096,41,0.057,0.129,57159,2.6,0.802,0.342,0.184,0.049,0.883,0.061,0.032,0.031,n,11.7,U,,0.135
37055,Dare,North Carolina,N.C.,R,0.411316346,0.570156893,43.5,0.052,0.153,55481,2.33,0.707,0.244,0.306,0.091,0.882,0.03,0.066,0.059,n,11.8,S,,0.215
37057,Davidson,North Carolina,N.C.,R,0.290745048,0.696172552,40.4,0.061,0.146,43083,2.49,0.73,0.337,0.176,0.05,0.818,0.092,0.064,0.046,n,18.2,U,,0.126
37059,Davie,North Carolina,N.C.,R,0.277455249,0.710546686,42.6,0.056,0.165,50139,2.52,0.806,0.33,0.249,0.085,0.851,0.067,0.062,0.042,n,14.9,U,,0.164
37061,Duplin,North Carolina,N.C.,R,0.438665501,0.554390054,37.4,0.073,0.142,34433,2.64,0.677,0.304,0.104,0.031,0.526,0.252,0.209,0.127,n,47.4,R,,0.073
37063,Durham,North Carolina,N.C.,O,0.757992299,0.230135959,33.4,0.074,0.099,51853,2.36,0.55,0.179,0.451,0.205,0.421,0.371,0.134,0.139,y,57.9,U,,0.246
37065,Edgecombe,North Carolina,N.C.,O,0.678852143,0.316847101,40,0.066,0.146,33960,2.6,0.629,0.379,0.105,0.026,0.375,0.572,0.038,0.025,y,62.5,U,,0.079
37067,Forsyth,North Carolina,N.C.,O,0.53038163,0.45825506,37.3,0.068,0.131,45724,2.45,0.64,0.263,0.319,0.111,0.585,0.258,0.121,0.092,n,41.5,U,,0.208
37069,Franklin,North Carolina,N.C.,R,0.473281905,0.514389376,39.8,0.064,0.129,41696,2.55,0.765,0.328,0.171,0.051,0.637,0.256,0.078,0.046,n,36.3,U,,0.119
37071,Gaston,North Carolina,N.C.,R,0.366599251,0.620425936,38.8,0.064,0.134,42017,2.57,0.668,0.294,0.18,0.052,0.754,0.149,0.06,0.05,n,24.6,U,,0.128
37073,Gates,North Carolina,N.C.,O,0.516308377,0.47516679,42.4,0.054,0.152,46592,2.67,0.796,0.367,0.116,0.03,0.626,0.34,0.016,0.01,n,37.4,U,,0.086
37075,Graham,North Carolina,N.C.,R,0.283506461,0.696731695,42.7,0.058,0.192,33903,2.49,0.819,0.337,0.144,0.042,0.891,0.004,0.025,0.018,n,10.9,R,,0.101
37077,Granville,North Carolina,N.C.,O,0.517526166,0.472121789,39.9,0.055,0.127,49852,2.72,0.749,0.323,0.164,0.046,0.585,0.31,0.073,0.04,n,41.5,S,,0.118
37079,Greene,North Carolina,N.C.,R,0.458717824,0.535575522,38.1,0.064,0.127,40853,2.71,0.696,0.321,0.116,0.03,0.474,0.358,0.145,0.082,y,52.6,R,,0.086
37081,Guilford,North Carolina,N.C.,O,0.576576115,0.412795645,36.4,0.063,0.124,45431,2.44,0.61,0.257,0.332,0.11,0.536,0.324,0.072,0.097,n,46.4,U,,0.222
37083,Halifax,North Carolina,N.C.,O,0.658614211,0.336017485,41.9,0.059,0.163,32329,2.45,0.618,0.353,0.118,0.04,0.393,0.512,0.023,0.017,y,60.7,S,,0.078
37085,Harnett,North Carolina,N.C.,R,0.399193827,0.588851779,33.5,0.08,0.105,44625,2.83,0.682,0.304,0.185,0.057,0.638,0.206,0.111,0.056,n,36.2,S,,0.127
37087,Haywood,North Carolina,N.C.,R,0.422999929,0.558840352,45.7,0.048,0.214,41557,2.19,0.744,0.31,0.231,0.08,0.937,0.009,0.034,0.026,n,6.3,U,,0.151
37089,Henderson,North Carolina,N.C.,R,0.355817682,0.629752634,45.3,0.055,0.227,44815,2.34,0.743,0.266,0.277,0.102,0.843,0.032,0.098,0.077,n,15.7,U,,0.175
37091,Hertford,North Carolina,N.C.,O,0.71835501,0.275416743,40.9,0.056,0.16,33406,2.53,0.631,0.328,0.154,0.058,0.338,0.586,0.031,0.042,y,66.2,R,,0.096
37093,Hoke,North Carolina,N.C.,O,0.589619053,0.399028615,30.8,0.098,0.071,45489,2.96,0.679,0.287,0.172,0.047,0.409,0.325,0.123,0.057,y,59.1,U,,0.125
37095,Hyde,North Carolina,N.C.,R,0.488040285,0.500629459,40,0.048,0.144,42279,2.34,0.776,0.338,0.107,0.009,0.574,0.374,0.044,0.028,n,42.6,R,,0.098
37097,Iredell,North Carolina,N.C.,R,0.341465331,0.645570615,39,0.062,0.13,50329,2.69,0.741,0.295,0.239,0.073,0.775,0.121,0.069,0.057,n,22.5,U,,0.166
37099,Jackson,North Carolina,N.C.,R,0.484701515,0.494221903,36.6,0.049,0.156,36951,2.36,0.678,0.269,0.279,0.111,0.815,0.019,0.051,0.046,n,18.5,S,,0.169
37101,Johnston,North Carolina,N.C.,R,0.35584358,0.631456103,36.6,0.075,0.104,49711,2.81,0.716,0.298,0.204,0.051,0.696,0.149,0.13,0.076,n,30.4,U,,0.153
37103,Jones,North Carolina,N.C.,R,0.449713193,0.542447419,44.4,0.056,0.182,36213,2.42,0.695,0.371,0.111,0.039,0.616,0.315,0.041,0.04,n,38.4,U,,0.072
37105,Lee,North Carolina,N.C.,R,0.445604192,0.542844177,37.6,0.072,0.138,44819,2.72,0.691,0.272,0.202,0.055,0.589,0.192,0.188,0.113,n,41.1,S,,0.147
37107,Lenoir,North Carolina,N.C.,R,0.496617532,0.49775689,41,0.062,0.16,35770,2.46,0.601,0.311,0.14,0.04,0.511,0.398,0.068,0.037,n,48.9,S,,0.101
37109,Lincoln,North Carolina,N.C.,R,0.299768865,0.68707002,40.8,0.058,0.135,48940,2.6,0.771,0.298,0.194,0.05,0.856,0.051,0.069,0.05,n,14.4,U,,0.144
37111,McDowell,North Carolina,N.C.,R,0.33322283,0.65058843,41.8,0.061,0.166,35297,2.54,0.715,0.369,0.139,0.044,0.887,0.037,0.054,0.034,n,11.3,S,,0.095
37113,Macon,North Carolina,N.C.,R,0.338769942,0.6426072,48.4,0.049,0.239,37892,2.18,0.74,0.305,0.205,0.078,0.901,0.012,0.065,0.051,n,9.9,R,,0.127
37115,Madison,North Carolina,N.C.,R,0.443389696,0.534361713,43.6,0.044,0.179,38598,2.41,0.748,0.332,0.186,0.069,0.946,0.014,0.022,0.025,n,5.4,U,,0.117
37117,Martin,North Carolina,N.C.,O,0.520312994,0.473838128,44.1,0.057,0.179,35111,2.54,0.699,0.375,0.119,0.031,0.521,0.43,0.033,0.022,n,47.9,R,,0.089
37119,Mecklenburg,North Carolina,N.C.,O,0.606509245,0.382419247,34,0.074,0.089,55444,2.54,0.595,0.195,0.407,0.129,0.501,0.303,0.123,0.139,n,49.9,U,,0.278
37121,Mitchell,North Carolina,N.C.,R,0.236703155,0.747714102,45.3,0.049,0.208,37680,2.35,0.765,0.361,0.169,0.044,0.937,0.009,0.043,0.023,n,6.3,R,,0.125
37123,Montgomery,North Carolina,N.C.,R,0.419018787,0.570207461,39.7,0.062,0.159,31830,2.51,0.696,0.275,0.151,0.041,0.639,0.188,0.145,0.086,n,36.1,R,,0.109
37125,Moore,North Carolina,N.C.,R,0.355596251,0.635462674,45.1,0.056,0.227,49544,2.38,0.741,0.261,0.313,0.116,0.775,0.126,0.06,0.056,n,22.5,S,,0.197
37127,Nash,North Carolina,N.C.,O,0.501381671,0.491668729,40.3,0.06,0.14,43084,2.47,0.641,0.334,0.192,0.045,0.533,0.372,0.064,0.045,n,46.7,U,,0.146
37129,New Hanover,North Carolina,N.C.,R,0.46964141,0.515159995,37.4,0.056,0.139,49835,2.33,0.589,0.22,0.366,0.124,0.767,0.145,0.053,0.056,n,23.3,U,,0.242
37131,Northampton,North Carolina,N.C.,O,0.67236891,0.323819264,45.4,0.052,0.2,31433,2.43,0.729,0.352,0.094,0.028,0.388,0.561,0.016,0.014,y,61.2,S,,0.066
37133,Onslow,North Carolina,N.C.,R,0.359482842,0.626868864,25.8,0.094,0.076,45450,2.76,0.548,0.299,0.18,0.053,0.682,0.156,0.108,0.042,n,31.8,U,,0.127
37135,Orange,North Carolina,N.C.,O,0.702229113,0.280612843,33.3,0.051,0.099,55569,2.45,0.605,0.156,0.558,0.302,0.705,0.115,0.082,0.128,n,29.5,U,,0.256
37137,Pamlico,North Carolina,N.C.,R,0.391452233,0.599083112,48,0.045,0.221,43853,2.42,0.816,0.327,0.187,0.07,0.744,0.193,0.032,0.041,n,25.6,U,,0.117
37139,Pasquotank,North Carolina,N.C.,O,0.567846689,0.421549677,36.3,0.068,0.136,46053,2.65,0.637,0.285,0.201,0.071,0.549,0.374,0.042,0.029,n,45.1,S,,0.13
37141,Pender,North Carolina,N.C.,R,0.392710075,0.595955478,41.2,0.058,0.153,44524,2.57,0.773,0.313,0.217,0.067,0.74,0.176,0.062,0.039,n,26,U,,0.149
37143,Perquimans,North Carolina,N.C.,R,0.414762477,0.574564041,46.3,0.051,0.215,43709,2.46,0.772,0.351,0.184,0.052,0.713,0.249,0.022,0.021,n,28.7,S,,0.132
37145,Person,North Carolina,N.C.,R,0.440594578,0.549356223,41.5,0.061,0.152,42317,2.54,0.719,0.361,0.147,0.035,0.666,0.274,0.041,0.026,n,33.4,U,,0.112
37147,Pitt,North Carolina,N.C.,O,0.530625444,0.459242163,30.9,0.065,0.101,40718,2.49,0.544,0.254,0.281,0.105,0.569,0.337,0.056,0.048,n,43.1,U,,0.177
37149,Polk,North Carolina,N.C.,R,0.386273944,0.600250265,49.5,0.04,0.248,44745,2.28,0.742,0.291,0.269,0.116,0.884,0.051,0.055,0.041,n,11.6,R,,0.153
37151,Randolph,North Carolina,N.C.,R,0.243317137,0.743803014,39.6,0.063,0.141,41208,2.59,0.738,0.352,0.138,0.036,0.81,0.053,0.106,0.068,n,19,U,,0.101
37153,Richmond,North Carolina,N.C.,O,0.510068497,0.480609775,38.9,0.064,0.144,32384,2.48,0.644,0.369,0.124,0.041,0.585,0.302,0.06,0.042,n,41.5,S,,0.083
37155,Robeson,North Carolina,N.C.,O,0.581846971,0.407721324,34.3,0.076,0.114,29806,2.9,0.649,0.315,0.125,0.037,0.269,0.24,0.081,0.056,y,73.1,S,,0.088
37157,Rockingham,North Carolina,N.C.,R,0.389124227,0.600356973,42.2,0.055,0.164,38567,2.43,0.706,0.352,0.129,0.034,0.733,0.183,0.056,0.037,n,26.7,U,,0.096
37159,Rowan,North Carolina,N.C.,R,0.363493388,0.622271794,39.1,0.065,0.146,41495,2.55,0.688,0.334,0.17,0.054,0.734,0.16,0.078,0.053,n,26.6,U,,0.116
37161,Rutherford,North Carolina,N.C.,R,0.32659745,0.6603721,42.1,0.056,0.174,36334,2.43,0.714,0.308,0.17,0.063,0.841,0.1,0.037,0.028,n,15.9,S,,0.107
37163,Sampson,North Carolina,N.C.,R,0.441888897,0.551004814,38.2,0.069,0.143,36496,2.69,0.692,0.337,0.126,0.037,0.529,0.26,0.17,0.092,n,47.1,R,,0.089
37165,Scotland,North Carolina,N.C.,O,0.580319299,0.411910144,37.8,0.068,0.138,29592,2.63,0.636,0.355,0.143,0.052,0.454,0.386,0.024,0.02,y,54.6,S,,0.092
37167,Stanly,North Carolina,N.C.,R,0.293589163,0.693108612,40.5,0.059,0.157,42518,2.52,0.732,0.33,0.16,0.048,0.821,0.104,0.037,0.029,n,17.9,S,,0.111
37169,Stokes,North Carolina,N.C.,R,0.278366252,0.704796707,42.5,0.053,0.161,42703,2.45,0.804,0.402,0.134,0.038,0.917,0.038,0.027,0.015,n,8.3,U,,0.095
37171,Surry,North Carolina,N.C.,R,0.309195792,0.676043434,41.1,0.059,0.167,35641,2.42,0.728,0.299,0.15,0.049,0.848,0.035,0.098,0.057,n,15.2,S,,0.101
37173,Swain,North Carolina,N.C.,R,0.457053073,0.519553073,40.9,0.065,0.168,36094,2.56,0.749,0.317,0.163,0.06,0.649,0.025,0.041,0.02,n,35.1,R,,0.102
37175,Transylvania,North Carolina,N.C.,R,0.407206347,0.574718129,49.4,0.043,0.263,41781,2.26,0.763,0.285,0.276,0.111,0.893,0.033,0.029,0.031,n,10.7,S,,0.165
37177,Tyrrell,North Carolina,N.C.,R,0.469433539,0.521592821,44.2,0.035,0.166,34216,2.48,0.754,0.364,0.084,0.037,0.565,0.281,0.101,0.075,n,43.5,S,,0.047
37179,Union,North Carolina,N.C.,R,0.34280255,0.645078541,36.3,0.072,0.098,65892,2.98,0.821,0.259,0.318,0.086,0.742,0.117,0.106,0.091,n,25.8,U,,0.231
37181,Vance,North Carolina,N.C.,O,0.638870241,0.356238611,38.4,0.069,0.141,34987,2.66,0.625,0.364,0.114,0.036,0.418,0.495,0.068,0.039,y,58.2,S,,0.078
37183,Wake,North Carolina,N.C.,O,0.549439073,0.435000524,34.5,0.072,0.086,66006,2.6,0.652,0.169,0.48,0.166,0.618,0.205,0.098,0.128,n,38.2,U,,0.314
37185,Warren,North Carolina,N.C.,O,0.686675851,0.308994292,45.1,0.057,0.193,34285,2.59,0.706,0.35,0.135,0.047,0.38,0.508,0.036,0.024,y,62,R,,0.088
37187,Washington,North Carolina,N.C.,O,0.589783044,0.403446684,43.6,0.066,0.184,34936,2.53,0.723,0.384,0.117,0.046,0.453,0.5,0.038,0.02,y,54.7,R,,0.072
37189,Watauga,North Carolina,N.C.,R,0.469827275,0.50086724,28.1,0.036,0.124,34293,2.2,0.549,0.203,0.379,0.157,0.89,0.021,0.034,0.035,n,11,S,,0.223
37191,Wayne,North Carolina,N.C.,R,0.454003739,0.538265306,36.7,0.071,0.13,41731,2.54,0.607,0.293,0.164,0.051,0.552,0.31,0.102,0.069,n,44.8,U,,0.112
37193,Wilkes,North Carolina,N.C.,R,0.279567679,0.703894321,42.4,0.057,0.172,33159,2.48,0.739,0.326,0.125,0.035,0.887,0.042,0.055,0.034,n,11.3,S,,0.09
37195,Wilson,North Carolina,N.C.,O,0.533764607,0.459075916,38.8,0.066,0.144,39204,2.51,0.609,0.319,0.179,0.047,0.491,0.381,0.096,0.07,y,50.9,S,,0.132
37197,Yadkin,North Carolina,N.C.,R,0.235353595,0.74811158,41.8,0.059,0.163,40371,2.53,0.776,0.356,0.131,0.031,0.856,0.031,0.1,0.057,n,14.4,U,,0.1
37199,Yancey,North Carolina,N.C.,R,0.421225267,0.558459422,45.3,0.043,0.207,38579,2.41,0.769,0.337,0.179,0.06,0.933,0.011,0.047,0.027,n,6.7,R,,0.119
38001,Adams,North Dakota,N.D.,R,0.255054432,0.713841369,50.2,0.054,0.249,47798,2.05,0.735,0.372,0.232,0.057,0.952,0.003,0.014,0.014,n,4.8,R,,0.175
38003,Barnes,North Dakota,N.D.,R,0.433538573,0.536762043,44,0.05,0.197,50274,2.15,0.701,0.335,0.262,0.059,0.95,0.005,0.013,0.026,n,5,R,,0.203
38005,Benson,North Dakota,N.D.,O,0.572554474,0.402410756,32,0.098,0.128,36491,2.92,0.645,0.352,0.116,0.021,0.43,0.001,0.014,0.008,y,57,R,,0.095
38007,Billings,North Dakota,N.D.,R,0.153979239,0.816608997,49.3,0.049,0.183,57083,2.38,0.78,0.372,0.216,0.043,0.968,0,0.003,0.037,n,3.2,R,,0.172
38009,Bottineau,North Dakota,N.D.,R,0.332770745,0.641350211,47.4,0.056,0.211,51667,2.06,0.769,0.275,0.209,0.052,0.937,0.004,0.015,0.022,n,6.3,R,,0.157
38011,Bowman,North Dakota,N.D.,R,0.238341969,0.736902706,46.3,0.061,0.215,56964,2.28,0.772,0.338,0.207,0.03,0.953,0.001,0.033,0.005,n,4.7,R,,0.177
38013,Burke,North Dakota,N.D.,R,0.224828935,0.751710655,46.2,0.05,0.216,53693,2.07,0.676,0.352,0.174,0.043,0.93,0.009,0.043,0.038,n,7,R,,0.131
38015,Burleigh,North Dakota,N.D.,R,0.325489202,0.644225229,37.3,0.065,0.135,61811,2.34,0.712,0.237,0.332,0.105,0.92,0.006,0.014,0.014,n,8,U,,0.227
38017,Cass,North Dakota,N.D.,R,0.470002031,0.499018347,31.7,0.068,0.098,52590,2.27,0.534,0.205,0.372,0.113,0.901,0.025,0.021,0.054,n,9.9,U,,0.259
38019,Cavalier,North Dakota,N.D.,R,0.395360077,0.577573707,50.7,0.044,0.253,55904,2.19,0.847,0.299,0.164,0.04,0.968,0,0,0.021,n,3.2,R,,0.123
38021,Dickey,North Dakota,N.D.,R,0.336489152,0.635108481,41.8,0.066,0.219,47359,2.27,0.725,0.304,0.236,0.041,0.942,0.012,0.023,0.006,n,5.8,R,,0.195
38023,Divide,North Dakota,N.D.,R,0.331325301,0.63080895,51.7,0.048,0.251,55057,2.02,0.852,0.334,0.218,0.028,0.98,0,0,0.042,n,2,R,,0.19
38025,Dunn,North Dakota,N.D.,R,0.249754179,0.740412979,43.3,0.052,0.182,60500,2.55,0.823,0.329,0.179,0.035,0.841,0.001,0.027,0.034,n,15.9,R,,0.144
38027,Eddy,North Dakota,N.D.,R,0.420051858,0.547968885,48.4,0.056,0.239,44250,2.07,0.744,0.298,0.201,0.049,0.932,0,0.034,0.007,n,6.8,R,,0.152
38029,Emmons,North Dakota,N.D.,R,0.20329087,0.761677282,50.5,0.054,0.261,38477,2.11,0.809,0.34,0.144,0.019,0.984,0,0.002,0.005,n,1.6,R,,0.125
38031,Foster,North Dakota,N.D.,R,0.360879905,0.612366231,45.7,0.056,0.225,50677,2.11,0.738,0.334,0.196,0.022,0.973,0,0.015,0.019,n,2.7,R,,0.173
38033,Golden Valley,North Dakota,N.D.,R,0.174568966,0.799568966,43,0.049,0.201,36100,2.16,0.723,0.283,0.183,0.024,0.947,0.001,0.014,0.001,n,5.3,R,,0.158
38035,Grand Forks,North Dakota,N.D.,R,0.467281628,0.501515202,29.5,0.063,0.104,46745,2.28,0.526,0.242,0.326,0.122,0.878,0.023,0.032,0.042,n,12.2,U,,0.204
38037,Grant,North Dakota,N.D.,R,0.236376504,0.725406936,49.7,0.032,0.277,41694,2.08,0.762,0.374,0.164,0.034,0.939,0.003,0.004,0.008,n,6.1,R,,0.13
38039,Griggs,North Dakota,N.D.,R,0.399106478,0.574087863,52,0.058,0.27,45542,2,0.763,0.353,0.148,0.018,0.984,0.002,0.004,0.009,n,1.6,R,,0.13
38041,Hettinger,North Dakota,N.D.,R,0.229809104,0.734214391,50.9,0.051,0.255,47743,2.2,0.831,0.338,0.173,0.032,0.974,0.007,0.007,0.003,n,2.6,R,,0.141
38043,Kidder,North Dakota,N.D.,R,0.295933735,0.655120482,48.5,0.04,0.228,50000,2.11,0.77,0.314,0.194,0.028,0.935,0,0.043,0.021,n,6.5,R,,0.165
38045,LaMoure,North Dakota,N.D.,R,0.3372835,0.627620784,48.6,0.054,0.248,53691,2.08,0.802,0.305,0.215,0.03,0.983,0,0.007,0.004,n,1.7,R,,0.185
38047,Logan,North Dakota,N.D.,R,0.216216216,0.754892824,51.1,0.039,0.281,49076,2.28,0.842,0.342,0.13,0.017,0.968,0.003,0.011,0.004,n,3.2,R,,0.113
38049,McHenry,North Dakota,N.D.,R,0.347713864,0.618731563,45.4,0.057,0.206,45343,2.14,0.775,0.388,0.163,0.042,0.96,0.001,0.019,0.014,n,4,S,,0.121
38051,McIntosh,North Dakota,N.D.,R,0.3,0.676470588,53.1,0.049,0.343,36066,2.04,0.837,0.301,0.186,0.048,0.967,0,0.003,0.009,n,3.3,R,,0.138
38053,McKenzie,North Dakota,N.D.,R,0.268617792,0.712257317,37.6,0.075,0.137,64866,2.71,0.671,0.281,0.223,0.045,0.761,0.002,0.033,0.005,n,23.9,R,,0.178
38055,McLean,North Dakota,N.D.,R,0.338193601,0.636087485,49.2,0.047,0.217,53565,2.23,0.775,0.336,0.175,0.034,0.901,0,0.016,0.007,n,9.9,R,,0.141
38057,Mercer,North Dakota,N.D.,R,0.261728395,0.707519641,46.8,0.054,0.161,66534,2.28,0.829,0.308,0.205,0.04,0.946,0.007,0.017,0.006,n,5.4,R,,0.165
38059,Morton,North Dakota,N.D.,R,0.328289135,0.637625799,39.9,0.066,0.146,60065,2.39,0.793,0.292,0.241,0.049,0.924,0.003,0.018,0.006,n,7.6,U,,0.192
38061,Mountrail,North Dakota,N.D.,R,0.405843217,0.567544113,36.9,0.07,0.133,68722,2.63,0.722,0.298,0.183,0.041,0.644,0.003,0.044,0.013,n,35.6,R,,0.142
38063,Nelson,North Dakota,N.D.,R,0.457091776,0.515494636,51.4,0.038,0.273,49839,2.03,0.827,0.291,0.21,0.048,0.958,0.013,0.013,0.011,n,4.2,R,,0.163
38065,Oliver,North Dakota,N.D.,R,0.27739388,0.684106614,44,0.066,0.174,71250,2.44,0.863,0.305,0.164,0.028,0.953,0,0.02,0.001,n,4.7,U,,0.136
38067,Pembina,North Dakota,N.D.,R,0.384946237,0.583410138,47.1,0.054,0.205,49846,2.14,0.771,0.36,0.192,0.03,0.936,0.001,0.026,0.038,n,6.4,R,,0.161
38069,Pierce,North Dakota,N.D.,R,0.303030303,0.672635445,47.4,0.056,0.243,42975,2.08,0.723,0.346,0.124,0.021,0.931,0.001,0.015,0.007,n,6.9,R,,0.103
38071,Ramsey,North Dakota,N.D.,R,0.432886577,0.533106621,42.3,0.065,0.185,48604,2.28,0.646,0.285,0.21,0.045,0.866,0.007,0.016,0.008,n,13.4,R,,0.165
38073,Ransom,North Dakota,N.D.,O,0.553814433,0.416082474,44.5,0.061,0.2,49788,2.32,0.696,0.359,0.165,0.036,0.965,0.005,0.013,0.006,n,3.5,R,,0.129
38075,Renville,North Dakota,N.D.,R,0.3114241,0.665884194,45.8,0.066,0.181,60847,2.36,0.789,0.295,0.172,0.026,0.975,0.002,0.001,0.02,n,2.5,S,,0.146
38077,Richland,North Dakota,N.D.,R,0.420070931,0.555497176,39.9,0.055,0.149,53759,2.28,0.726,0.273,0.208,0.054,0.935,0.004,0.02,0.013,n,6.5,S,,0.154
38079,Rolette,North Dakota,N.D.,O,0.736599297,0.239894552,30.4,0.101,0.099,31336,2.95,0.702,0.223,0.199,0.066,0.202,0.003,0.006,0.003,y,79.8,R,,0.133
38081,Sargent,North Dakota,N.D.,O,0.535625311,0.437967115,45.8,0.05,0.188,53381,2.2,0.773,0.35,0.179,0.028,0.96,0.005,0.019,0.015,n,4,R,,0.152
38083,Sheridan,North Dakota,N.D.,R,0.198296837,0.781021898,53.4,0.009,0.3,43250,2.14,0.865,0.384,0.16,0.027,0.966,0.003,0.002,0.003,n,3.4,R,,0.133
38085,Sioux,North Dakota,N.D.,O,0.786713287,0.196678322,26.2,0.119,0.071,36111,3.76,0.446,0.281,0.177,0.042,0.131,0,0.025,0.005,y,86.9,U,,0.135
38087,Slope,North Dakota,N.D.,R,0.18993135,0.780320366,49.3,0.065,0.199,61667,2.49,0.868,0.314,0.225,0.034,0.993,0,0.007,0,n,0.7,R,,0.191
38089,Stark,North Dakota,N.D.,R,0.241726124,0.732485171,38,0.062,0.156,62559,2.37,0.727,0.311,0.247,0.064,0.929,0.008,0.027,0.031,n,7.1,S,,0.183
38091,Steele,North Dakota,N.D.,O,0.497120921,0.477927063,47.8,0.035,0.228,55735,2.22,0.751,0.31,0.203,0.049,0.972,0,0.028,0.022,n,2.8,R,,0.153
38093,Stutsman,North Dakota,N.D.,R,0.375078468,0.594789705,41.9,0.057,0.17,50120,2.18,0.698,0.351,0.237,0.05,0.943,0.006,0.018,0.01,n,5.7,S,,0.187
38095,Towner,North Dakota,N.D.,R,0.436548223,0.527072758,48.8,0.051,0.236,55521,2.17,0.807,0.312,0.218,0.036,0.954,0.006,0.004,0.004,n,4.6,R,,0.182
38097,Traill,North Dakota,N.D.,R,0.461871971,0.509053813,42.2,0.06,0.185,48767,2.35,0.74,0.252,0.289,0.059,0.944,0.005,0.027,0.015,n,5.6,R,,0.23
